x_0_8, y_0_8
0.005322536482245407, 0.23614507944889387
0.010276716124881258, 0.29776796235985220
0.018301716691810920, 0.38585487061837890
0.032638430493827560, 0.52803645019981470
0.050404510035366383, 0.71282076785513340
0.081397191867558450, 1.04432971017325650
0.123623304370195860, 1.57232333782772847
0.188079402215769350, 2.53433185997025050
0.242345930305385950, 3.61304876484744670
0.319028705259247600, 5.36604841795724500
0.448613521354468600, 9.64637176545945600
0.619391661721927900, 18.81976739434652000
0.803359081240601000, 34.76727149612945000
0.915707697673885000, 48.89421459664280000