x_0_6, y_0_6
0.005413377074955015, 0.20603649558852857
0.010227146217788126, 0.24600805335298642
0.020582080779850912, 0.31878313853953540
0.032391378531426866, 0.39115371677314330
0.053188612575821234, 0.51382703811682320
0.082188151418379170, 0.68424230249260820
0.141155390547859920, 1.05867122272223460
0.238114648543046840, 1.80209058604914050
0.333218278522508070, 2.67643919793397260
0.467435257176011300, 4.37323150178223500
0.602720477657613900, 6.40707425026225950
0.795902575100050600, 10.75850168615405000
1.030514958341863800, 18.56482145413210000
1.308275227132014600, 32.92127985006821000
1.491750760849415200, 46.93394396299873000