x_1, y_1
0.005148131508707304, 0.26309848251635554
0.009961274092341052, 0.33622284519565710
0.016351273265573710, 0.42967105150230317
0.027987389799862084, 0.59586507198890940
0.046952202785143200, 0.87262650968869340
0.071056044392948690, 1.24358236913454160
0.112184160611658240, 2.03091762090473700
0.163135234935065380, 3.31672954303127640
0.227670551617102000, 5.41661303658187800
0.298767301390882700, 8.96732111503438400
0.368346513869269500, 13.68027017813513500
0.444942943831918500, 21.15649827839359000
0.549098778639036300, 35.99258324281099400
0.610176720076219300, 48.57250845491113000